MSZoning;LotArea;Neighborhood;BldgType;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;TotalBsmtSF;HeatingQC;CentralAir;GrLivArea;TotRmsAbvGrd;GarageCars;YrSold;SalePrice
RL;16659;NWAmes;1Fam;7;7;1977;1994;Gable;795;Fa;Y;2263;9;2;2006;235000
RL;13418;NridgHt;1Fam;8;5;2004;2005;Gable;1117;Ex;Y;2452;9;3;2006;309000
RL;12537;NAmes;1Fam;5;6;1971;2008;Gable;1078;Ex;Y;1078;6;2;2010;149900
RL;13693;NridgHt;1Fam;9;5;2006;2006;Hip;2153;Ex;Y;2643;9;3;2007;380000
RL;10335;CollgCr;1Fam;7;5;1999;1999;Gable;1490;Ex;Y;1501;6;2;2009;204000
RL;10482;NAmes;1Fam;6;8;1958;1958;Hip;588;Ex;Y;1138;6;1;2007;145000
RL;8012;SawyerW;TwnhsE;6;5;1993;1994;Gable;1604;Ex;Y;1617;5;2;2008;193000
RL;14778;Crawfor;1Fam;6;7;1954;2006;Hip;1296;Ex;Y;1640;7;2;2008;224000
RL;9750;NAmes;1Fam;6;8;1969;1969;Gable;1054;Gd;Y;1054;6;2;2008;151000
RL;15426;CollgCr;1Fam;6;5;1997;1997;Gable;928;Ex;Y;1764;7;2;2009;231500
RL;9600;NAmes;1Fam;5;6;1959;1959;Gable;1041;Ex;Y;1041;6;1;2009;124500
RL;11645;CollgCr;1Fam;7;5;2005;2005;Gable;1734;Ex;Y;1734;7;2;2006;260000
RM;8263;IDOTRR;1Fam;6;5;1920;1950;Gable;1012;TA;Y;1012;6;1;2007;118400
RL;10420;Edwards;1Fam;6;5;2009;2009;Gable;1212;Ex;Y;1212;6;2;2010;186000
RL;9600;NWAmes;1Fam;8;5;1981;1981;Hip;2524;TA;Y;2524;9;2;2009;278000
RL;8385;CollgCr;1Fam;5;8;1977;1977;Gable;985;TA;Y;985;6;1;2008;149900
RM;7920;IDOTRR;1Fam;6;7;1920;1950;Gable;319;TA;Y;1406;6;0;2008;89500
RL;10007;NAmes;1Fam;5;7;1959;2006;Gable;1053;Ex;Y;1053;5;1;2008;145500
RL;9750;CollgCr;1Fam;7;6;1998;1998;Gable;1108;Ex;Y;2097;8;2;2006;274300
RL;7875;NAmes;1Fam;5;6;1961;1961;Gable;1144;Gd;Y;1144;6;2;2008;139950
RL;7150;NAmes;1Fam;5;5;1967;1967;Gable;892;TA;Y;892;5;1;2009;100000
RL;14100;Crawfor;1Fam;8;9;1935;1997;Gable;728;Ex;Y;3447;11;3;2008;381000
RL;10206;Somerst;1Fam;8;5;2007;2007;Gable;1563;Ex;Y;1563;6;3;2008;245000
RL;8800;NAmes;1Fam;6;6;1964;1964;Hip;1251;TA;Y;1251;6;1;2006;160000
RL;11250;CollgCr;1Fam;7;5;2001;2002;Gable;920;Ex;Y;1786;6;2;2008;223500
RL;8724;Sawyer;1Fam;5;5;1968;1968;Gable;894;Gd;Y;894;5;2;2007;129000
RL;9101;Mitchel;1Fam;5;6;1978;1978;Gable;1097;Ex;Y;1110;4;2;2009;165500
RL;8633;CollgCr;1Fam;6;5;2005;2005;Gable;738;Ex;Y;1476;7;2;2009;173500
RM;4388;OldTown;1Fam;5;7;1930;1950;Gable;672;Ex;Y;840;5;0;2007;87000
RL;7838;NAmes;1Fam;5;5;1967;1967;Gable;864;TA;Y;900;6;1;2006;123000
RL;7590;NAmes;1Fam;5;5;1962;1962;Gable;864;TA;Y;1812;8;1;2007;169500
RM;5000;OldTown;1Fam;5;4;1900;1950;Gable;540;Gd;N;1440;6;1;2006;79000
RL;7500;SawyerW;1Fam;7;5;2004;2005;Gable;1080;Ex;Y;1080;6;0;2008;141000
RL;10000;Sawyer;1Fam;5;6;1961;1983;Hip;864;Ex;Y;1144;6;1;2009;131400
RL;9758;NAmes;1Fam;5;5;1971;1971;Gable;950;TA;Y;950;5;1;2007;119500
RL;10762;Gilbert;1Fam;7;5;1999;1999;Gable;978;Ex;Y;1983;9;2;2009;225000
RM;10120;OldTown;2fmCon;7;4;1910;1950;Hip;925;TA;N;1889;9;1;2007;122000
RL;9452;NoRidge;1Fam;8;5;1997;1998;Gable;1396;Ex;Y;2392;7;3;2006;348000
RL;11160;NAmes;1Fam;7;5;1968;1968;Hip;2110;Ex;Y;2110;8;2;2010;244000
RL;12464;CollgCr;1Fam;5;5;1996;1996;Gable;1040;Gd;Y;1040;6;2;2009;152000
RL;9303;Timber;1Fam;6;5;1996;1997;Hip;872;Ex;Y;1756;7;2;2007;204000
RL;11198;StoneBr;1Fam;9;5;2005;2007;Hip;1122;Ex;Y;2504;11;3;2008;325000
RL;8773;CollgCr;1Fam;7;5;2004;2004;Gable;1414;Ex;Y;1414;6;2;2010;185500
RL;9022;OldTown;1Fam;5;8;1924;2006;Gable;768;Ex;Y;792;5;1;2009;109500
RL;17500;Crawfor;1Fam;7;8;1959;2002;Gable;1902;TA;Y;1902;7;2;2010;335000
RL;7340;NAmes;1Fam;4;6;1971;1971;Gable;858;TA;Y;858;4;1;2007;110000
RL;8281;Sawyer;1Fam;5;5;1965;1965;Gable;864;Gd;Y;864;5;1;2009;62383
RM;4500;Mitchel;TwnhsE;6;5;1998;1998;Hip;1204;Ex;Y;1204;5;2;2009;162000
RL;9650;NWAmes;1Fam;6;5;1977;1977;Gable;1350;TA;Y;1334;6;2;2009;167900
RM;4426;CollgCr;TwnhsE;6;5;2004;2004;Gable;848;Ex;Y;848;3;2;2008;149300
RM;6780;IDOTRR;2fmCon;6;8;1935;1982;Gable;520;Gd;N;754;5;0;2006;84500
RL;3696;StoneBr;TwnhsE;8;5;1986;1986;Gable;1074;Ex;Y;1088;5;2;2007;170000
RL;10832;Gilbert;1Fam;7;5;1994;1996;Gable;712;Ex;Y;1895;7;2;2008;194500
RL;7950;Edwards;1Fam;6;6;1977;1977;Hip;690;TA;Y;1426;6;2;2009;159500
RL;9230;NAmes;1Fam;5;8;1965;1998;Hip;864;Gd;Y;1200;6;2;2006;146000
RH;4058;NAmes;TwnhsE;7;5;1998;1998;Gable;723;Ex;Y;767;4;1;2007;133000
RM;1680;BrDale;Twnhs;5;7;1972;1972;Gable;630;TA;Y;1302;6;1;2009;119500
RL;14781;CollgCr;1Fam;8;5;2001;2002;Hip;1753;Ex;Y;1787;7;3;2006;275000
RL;7000;CollgCr;1Fam;5;8;1978;2005;Gable;864;Ex;Y;864;6;1;2009;136500
RL;8430;CollgCr;1Fam;5;5;1978;1978;Gable;1040;TA;Y;1040;5;0;2009;124000
RL;53107;ClearCr;1Fam;6;5;1992;1992;Gable;1580;Ex;Y;1953;9;2;2007;240000
RL;8125;NAmes;1Fam;4;4;1971;1971;Gable;858;TA;Y;858;5;0;2006;88000
RL;11200;SawyerW;1Fam;6;5;1985;1985;Gable;1298;TA;Y;1298;5;2;2006;180000
RL;16737;NridgHt;1Fam;9;5;2004;2005;Hip;1980;Ex;Y;1980;8;3;2006;315000
RL;9967;Gilbert;1Fam;7;5;2000;2000;Gable;384;Ex;Y;1430;8;2;2007;170000
RL;14585;NAmes;1Fam;6;6;1960;1987;Gable;1144;Ex;Y;1429;7;2;2007;181900
RL;16692;NWAmes;1Fam;7;5;1978;1978;Gable;1392;TA;Y;2784;12;2;2006;250000
RL;2308;NPkVill;TwnhsE;6;5;1974;1974;Gable;855;TA;Y;1322;6;2;2009;147000
RL;13125;Sawyer;1Fam;5;4;1957;2000;Gable;1134;Ex;Y;1803;8;2;2006;155000
RL;24682;Gilbert;1Fam;6;5;1999;1999;Gable;841;Ex;Y;1675;7;2;2009;181000
RL;8593;NAmes;1Fam;4;6;1957;1957;Hip;907;Ex;Y;907;5;1;2008;109008
RL;11767;Edwards;1Fam;4;7;1910;2000;Gable;560;Gd;N;1346;6;1;2007;112000
RL;12393;CollgCr;1Fam;7;5;2004;2005;Gable;847;Ex;Y;1948;8;2;2006;195000
RL;16905;Timber;1Fam;5;6;1959;1959;Gable;1350;Gd;Y;1328;5;1;2007;170000
FV;3316;Somerst;TwnhsE;8;5;2005;2005;Gable;1247;Ex;Y;1247;4;2;2006;197000
RL;11218;SawyerW;1Fam;6;5;1992;1992;Gable;1055;Ex;Y;1845;8;2;2010;189000
RL;12160;NAmes;1Fam;6;4;1953;1953;Hip;1505;Ex;Y;1505;6;2;2009;149500
RL;12925;NAmes;1Fam;6;7;1970;1970;Gable;1205;Ex;Y;2117;7;2;2008;237500
RL;10357;SawyerW;1Fam;7;5;1990;1991;Hip;910;Gd;Y;1442;6;2;2007;179900
RL;2628;NridgHt;Twnhs;7;5;2003;2003;Gable;764;Ex;Y;1626;6;2;2010;175500
RL;8450;CollgCr;1Fam;7;5;2003;2003;Gable;1337;Ex;Y;1337;6;2;2007;185000
RL;9337;CollgCr;1Fam;6;5;1997;1997;Gable;824;Ex;Y;1786;7;2;2007;204750
RL;7128;Crawfor;1Fam;7;5;1941;1950;Gable;918;Gd;Y;1646;7;1;2007;164000
FV;3182;Somerst;TwnhsE;7;5;2004;2005;Gable;600;Ex;Y;1200;4;2;2010;151000
RL;12046;NWAmes;1Fam;6;6;1976;1976;Gable;848;TA;Y;2030;8;2;2007;195000
RL;8400;SawyerW;1Fam;6;6;1980;1981;Gable;650;TA;Y;1564;7;2;2010;171000
RL;7931;NAmes;1Fam;5;5;1959;1959;Hip;1148;TA;Y;1148;6;1;2009;132500
RL;7795;Gilbert;1Fam;7;5;2004;2005;Gable;716;Ex;Y;1432;6;2;2009;188500
RM;6000;OldTown;1Fam;6;6;1925;1980;Gable;1103;Gd;Y;1103;5;2;2006;110500
RM;6000;OldTown;1Fam;3;7;1948;2002;Gable;649;Ex;Y;1183;6;1;2007;120000
RM;9142;OldTown;2fmCon;6;8;1910;1950;Gable;1020;Gd;N;1928;9;1;2006;137000
RL;8750;CollgCr;1Fam;7;5;1994;1995;Gable;915;Ex;Y;1908;8;2;2008;210000
RM;6000;BrkSide;1Fam;6;7;1929;1950;Gable;862;TA;Y;1158;5;1;2008;120000
RL;7937;Mitchel;1Fam;6;6;1984;1984;Gable;1003;TA;Y;1003;6;2;2006;142500
RL;9600;Veenker;1Fam;6;8;1976;1976;Gable;1262;Ex;Y;1262;6;2;2007;181500
RL;10200;Sawyer;1Fam;5;8;1940;1997;Gable;672;Ex;Y;672;4;1;2008;108000
FV;7500;Somerst;1Fam;7;5;2000;2000;Gable;814;Ex;Y;1674;7;2;2010;216000
RL;2268;NridgHt;Twnhs;7;5;2003;2004;Gable;764;Ex;Y;1626;6;2;2009;173000
RM;2522;Edwards;Twnhs;7;5;2004;2004;Gable;970;Ex;Y;1709;7;2;2006;137500
RL;9786;NAmes;1Fam;6;7;1962;1981;Gable;912;TA;Y;1734;7;2;2006;159000
RL;9600;Crawfor;1Fam;5;7;1940;1950;Gable;728;Ex;Y;1308;7;1;2009;160000
RL;10480;NWAmes;1Fam;7;6;1976;1976;Hip;803;TA;Y;1964;8;2;2008;205000
RL;50271;Veenker;1Fam;9;5;1981;1987;Gable;1842;Gd;Y;1842;5;3;2006;385000
RM;11700;OldTown;1Fam;7;7;1880;2003;Mansard;1240;TA;N;2640;8;4;2009;265979
RL;8487;CollgCr;1Fam;7;5;2004;2004;Gable;1500;Ex;Y;1500;6;2;2009;190000
RL;10463;Gilbert;1Fam;8;5;2005;2005;Gable;893;Ex;Y;1801;8;3;2006;239900
RL;10020;Edwards;1Fam;1;1;1922;1950;Gable;683;Gd;N;904;4;0;2009;61000
RL;9742;CollgCr;1Fam;8;5;2002;2002;Hip;1777;Ex;Y;1795;7;2;2008;230000
RM;7200;OldTown;1Fam;5;4;1910;2006;Hip;1022;TA;N;1022;4;1;2009;85000
RL;12798;ClearCr;1Fam;6;5;1997;1997;Gable;616;Gd;Y;1688;8;2;2008;200000
RL;34650;Gilbert;2fmCon;5;5;1955;1955;Hip;1056;TA;N;1056;5;2;2006;145000
RL;8892;NAmes;1Fam;5;7;1953;1996;Gable;105;Gd;Y;910;5;2;2008;116000
RL;11235;Sawyer;1Fam;4;5;1963;1979;Gable;1051;Gd;Y;1382;6;2;2006;148000
RL;6435;BrkSide;1Fam;6;5;1939;1950;Gable;972;Gd;Y;1577;6;1;2006;140200
RL;9587;Gilbert;1Fam;7;5;2005;2005;Gable;856;Ex;Y;1166;5;2;2008;190000
RL;12378;NridgHt;1Fam;9;5;2003;2004;Gable;1896;Ex;Y;1944;8;3;2006;360000
RL;17871;NWAmes;1Fam;6;5;1967;1976;Gable;1680;Fa;Y;1724;7;2;2009;197900
RL;26142;Mitchel;1Fam;5;7;1962;1962;Gable;1188;TA;Y;1188;6;1;2010;157900
RL;6420;Edwards;1Fam;5;7;1952;1952;Gable;980;Fa;Y;1148;6;1;2006;123500
RL;9300;NAmes;1Fam;5;5;1960;1960;Gable;1268;TA;Y;1264;6;2;2010;167500
RL;8773;Gilbert;1Fam;6;5;1997;1997;Gable;916;Gd;Y;1600;7;2;2007;169000
RL;25000;Mitchel;Duplex;5;4;1967;1967;Gable;1632;TA;Y;1632;8;2;2007;143000
RL;11049;CollgCr;1Fam;8;5;2007;2007;Gable;1234;Ex;Y;1234;7;2;2008;179900
RM;4500;Mitchel;TwnhsE;6;5;1998;1998;Hip;1237;Ex;Y;1337;5;2;2006;153500
RL;12493;NAmes;1Fam;4;5;1960;1960;Gable;1100;TA;Y;1100;6;1;2008;141000
RM;17671;OldTown;1Fam;8;9;1882;1986;Gable;916;Gd;Y;1742;8;2;2009;168000
RL;12095;NAmes;1Fam;6;6;1964;1964;Gable;1127;TA;Y;1445;7;2;2009;158000
RL;11275;Crawfor;1Fam;6;7;1932;1950;Gable;854;TA;Y;1991;7;2;2007;220000
RL;10355;NAmes;1Fam;5;5;1967;1967;Gable;1214;TA;Y;1214;5;1;2007;143000
RL;8775;CollgCr;1Fam;5;5;1994;1994;Gable;990;Gd;Y;990;5;1;2007;126000
RL;39104;ClearCr;1Fam;7;7;1954;2005;Flat;1385;Ex;Y;1363;5;2;2008;241500
RL;11200;Sawyer;1Fam;5;5;1965;1965;Hip;1040;Ex;Y;1040;5;1;2008;129500
RL;15660;Crawfor;1Fam;7;9;1939;2006;Gable;798;Ex;Y;1954;8;2;2008;311500
RL;35760;NoRidge;1Fam;10;5;1995;1996;Hip;1930;Ex;Y;3627;10;3;2006;625000
RL;13515;BrkSide;1Fam;6;6;1919;1950;Gambrel;764;Ex;Y;1824;8;2;2007;180500
RL;7200;CollgCr;1Fam;5;7;1972;1972;Gable;780;Ex;Y;780;4;1;2008;124900
RM;10300;OldTown;1Fam;7;6;1921;1950;Gable;576;Gd;Y;1710;9;2;2010;140000
RL;8294;NAmes;1Fam;4;5;1971;1971;Gable;858;TA;Y;872;5;4;2007;123000
RM;5500;OldTown;1Fam;5;7;1929;2001;Gable;926;TA;Y;1316;6;2;2010;130000
RL;10570;Crawfor;1Fam;8;8;1932;1994;Hip;853;TA;Y;2727;10;2;2007;315000
RL;14006;CollgCr;1Fam;7;5;2002;2002;Gable;936;Ex;Y;1776;7;2;2006;192500
RL;9144;BrkSide;1Fam;5;5;1940;1982;Gable;883;Gd;Y;1505;8;1;2008;145000
RM;6380;BrkSide;1Fam;5;6;1922;1950;Gable;993;TA;Y;1048;5;1;2006;113000
RM;9100;BrkSide;1Fam;5;6;1930;1960;Gable;742;TA;Y;935;4;1;2008;79500
RL;5350;BrkSide;1Fam;3;2;1940;1966;Gable;728;Ex;Y;1306;6;0;2010;76500
RL;14000;ClearCr;1Fam;7;5;1996;1997;Gable;1306;Ex;Y;2260;7;2;2010;328000
RL;10140;NWAmes;1Fam;5;6;1975;1975;Gable;1056;Ex;Y;1074;6;2;2006;153500
RM;6240;BrkSide;1Fam;6;6;1934;1950;Gable;816;TA;Y;1176;6;2;2006;114500
RL;9120;BrkSide;1Fam;7;6;1925;1950;Gable;1026;Ex;Y;1820;8;1;2008;184000
RL;12099;NridgHt;1Fam;8;5;2004;2004;Gable;1136;Ex;Y;2468;10;3;2007;354000
FV;3230;Somerst;TwnhsE;6;5;1999;1999;Gable;729;Gd;Y;1471;6;2;2009;172500
RL;12342;NAmes;1Fam;5;5;1960;1978;Hip;978;TA;Y;1422;6;1;2007;139900
RL;53227;ClearCr;1Fam;4;6;1954;1994;Flat;1364;Ex;Y;1663;6;2;2008;256000
RL;7917;Gilbert;1Fam;6;5;1999;2000;Gable;953;Ex;Y;1647;7;2;2007;175000
RL;8450;NAmes;1Fam;5;6;1968;1968;Gable;1056;Ex;Y;1056;6;1;2010;142000
RL;21286;Sawyer;1Fam;5;5;1948;1950;Gable;720;TA;Y;1271;7;1;2008;135000
RL;9760;NAmes;1Fam;6;6;1964;1964;Gable;780;TA;Y;1611;7;2;2008;167900
RL;7500;Crawfor;1Fam;6;7;1942;1950;Gable;771;Fa;Y;1494;7;1;2009;177500
RL;9572;NoRidge;1Fam;8;5;1990;1990;Gable;1453;Ex;Y;2810;9;2;2007;302000
RL;9760;NAmes;1Fam;6;8;1964;1993;Hip;822;Gd;Y;1851;7;2;2007;187000
RL;8834;NridgHt;1Fam;9;5;2004;2005;Hip;1462;Ex;Y;2224;10;3;2009;350000
RL;8400;NAmes;1Fam;6;3;1957;1957;Hip;1478;Gd;Y;1478;6;2;2009;156500
RM;6240;BrkSide;1Fam;4;5;1947;1950;Gable;0;Gd;N;912;3;0;2006;80500
RL;9360;NWAmes;1Fam;6;7;1972;2006;Hip;1161;TA;Y;1381;5;2;2010;197500
RL;11616;Sawyer;1Fam;5;5;1962;1962;Gable;1092;TA;Y;1092;6;1;2009;139000
RL;14601;Timber;1Fam;9;5;2006;2006;Hip;1838;Ex;Y;1838;8;3;2009;315000
RL;5330;StoneBr;TwnhsE;8;5;2000;2000;Gable;1494;Ex;Y;1652;6;2;2007;251000
RL;14115;Mitchel;1Fam;5;5;1993;1995;Gable;796;Ex;Y;1362;5;2;2009;143000
RM;6060;IDOTRR;1Fam;4;5;1939;1950;Gable;732;Gd;Y;1123;4;1;2007;100000
RL;7264;BrkSide;1Fam;7;7;1925;2007;Gable;952;Gd;N;1548;5;2;2009;205000
RL;8029;Gilbert;1Fam;6;5;2005;2005;Gable;728;Ex;Y;1456;8;2;2008;176000
RL;7742;Sawyer;1Fam;5;7;1966;1966;Gable;955;Ex;Y;955;6;1;2007;127000
RL;7750;Gilbert;1Fam;8;5;2002;2002;Hip;408;Ex;Y;1419;7;2;2009;184100
RL;7015;BrkSide;1Fam;5;4;1950;1950;Gable;709;TA;Y;1203;5;1;2009;110000
RL;10552;NAmes;1Fam;5;5;1959;1959;Hip;1398;Gd;Y;1700;6;2;2010;165500
RL;8000;NAmes;Duplex;5;4;1961;1961;Gable;1800;Ex;N;1800;10;0;2007;141000
RL;7227;NAmes;1Fam;6;6;1954;1954;Gable;832;Gd;Y;832;4;2;2008;105500
RL;8885;Mitchel;1Fam;5;5;1983;1983;Gable;864;TA;Y;902;5;2;2006;131000
RL;6858;SWISU;1Fam;6;4;1915;1950;Gable;806;TA;N;1647;6;1;2010;128000
RL;4928;NPkVill;TwnhsE;6;6;1976;1976;Gable;958;TA;Y;958;5;2;2009;143750
RL;10635;CollgCr;1Fam;8;5;2003;2003;Hip;1657;Ex;Y;1668;8;2;2010;232000
RL;11341;Sawyer;1Fam;5;6;1957;1996;Hip;1392;TA;Y;1392;5;2;2010;121500
RL;9317;SawyerW;1Fam;7;5;1993;1993;Gable;740;Ex;Y;1775;7;2;2009;213000
RL;11248;CollgCr;1Fam;9;5;2002;2002;Hip;1626;Ex;Y;1668;7;3;2007;285000
RL;9246;NWAmes;Duplex;5;5;1973;1973;Gable;1656;TA;Y;1656;8;2;2008;135000
RM;7449;IDOTRR;1Fam;7;7;1930;1950;Gable;637;Ex;Y;1108;6;1;2007;139400
RL;8172;Edwards;1Fam;4;6;1954;1972;Gable;941;Ex;Y;1470;7;1;2008;135000
RL;7094;Sawyer;1Fam;5;5;1966;1966;Gable;894;TA;Y;894;5;1;2007;125000
RL;16669;Timber;1Fam;8;6;1981;1981;Hip;1686;TA;Y;1707;6;2;2006;228000
RL;4280;Crawfor;1Fam;5;6;1913;2002;Gable;440;TA;N;694;4;1;2007;90350
RM;8198;NridgHt;TwnhsE;7;5;2004;2004;Gable;1358;Ex;Y;1358;6;2;2008;207000
RM;6600;OldTown;1Fam;5;4;1892;1965;Gable;994;TA;N;2372;11;1;2009;107500
RL;6931;Edwards;1Fam;7;5;2003;2004;Gable;746;Ex;Y;1656;7;2;2008;165400
RL;16770;NoRidge;1Fam;7;5;1998;1998;Gable;1195;Gd;Y;1839;7;2;2010;221000
RM;3363;Edwards;TwnhsE;7;5;2004;2004;Gable;976;Ex;Y;1708;7;2;2006;130000
RL;8530;Gilbert;1Fam;7;5;1995;1996;Gable;384;Gd;Y;1474;7;2;2009;168500
RL;8070;CollgCr;1Fam;4;5;1994;1995;Gable;990;Ex;Y;990;5;0;2007;123600
RL;9750;NAmes;1Fam;5;5;1967;1967;Gable;980;Gd;Y;980;6;1;2006;135500
RL;11428;NridgHt;1Fam;8;5;2006;2006;Gable;1626;Ex;Y;1634;7;3;2007;250000
RL;8405;Edwards;1Fam;5;8;1900;1950;Gable;861;Ex;Y;1367;7;1;2008;119000
RL;10800;OldTown;1Fam;4;6;1927;2007;Gable;656;TA;Y;968;5;1;2007;64500
RL;10246;Sawyer;1Fam;4;9;1965;2001;Gable;648;Ex;Y;960;3;1;2006;145000
RM;1300;Blueste;TwnhsE;6;6;1980;1980;Gable;561;TA;Y;1229;5;2;2009;124000
RL;11764;NoRidge;1Fam;8;7;1999;2007;Gable;1152;Ex;Y;2270;9;3;2010;290000
RL;11367;CollgCr;1Fam;8;5;2002;2002;Gable;1065;Ex;Y;1989;7;2;2006;255000
RL;7200;NAmes;1Fam;5;4;1950;1982;Gable;1208;Gd;Y;1904;7;1;2009;138000
RL;8450;CollgCr;1Fam;7;5;2004;2004;Gable;1436;Ex;Y;1436;8;2;2008;210000
RL;9430;NoRidge;1Fam;8;5;1999;1999;Gable;1252;Ex;Y;2365;8;3;2009;337000
RL;13000;NAmes;1Fam;6;6;1968;1968;Gable;896;TA;Y;2142;8;1;2009;193500
RM;2522;Edwards;Twnhs;7;5;2004;2004;Gable;970;Ex;Y;1709;7;2;2006;130000
FV;3180;Somerst;TwnhsE;7;5;2005;2005;Gable;600;Ex;Y;1200;4;2;2006;151000
RL;14115;NWAmes;1Fam;7;5;1980;1980;Gable;1372;TA;Y;1472;6;2;2009;187500
RL;14200;NAmes;1Fam;7;6;1966;1966;Gable;924;Ex;Y;2157;8;2;2006;226000
RH;12155;SWISU;1Fam;6;8;1925;1950;Gable;672;TA;N;1482;7;1;2008;140000
RL;17400;Mitchel;1Fam;5;5;1977;1977;Gable;1126;Fa;Y;1126;5;2;2006;160000
RL;7472;NAmes;1Fam;7;9;1972;2004;Gable;725;Gd;Y;1479;7;2;2007;184000
RL;9382;CollgCr;1Fam;7;5;1999;2000;Gable;1468;Ex;Y;1479;6;2;2008;191000
RL;12342;Edwards;1Fam;4;5;1940;1950;Gable;861;Ex;Y;861;4;2;2009;82500
RM;6120;BrkSide;1Fam;5;8;1920;2004;Gable;939;Ex;Y;1513;8;1;2007;137500
RL;10304;NWAmes;1Fam;5;7;1976;1976;Gable;780;Ex;Y;1868;9;2;2009;197500
RL;13132;Crawfor;1Fam;5;5;1914;1950;Gable;747;Gd;Y;1784;9;1;2006;138887
RM;7407;OldTown;1Fam;6;7;1957;1996;Gable;912;TA;Y;1236;6;2;2010;149700
RM;22950;OldTown;1Fam;10;9;1892;1993;Gable;1107;Ex;Y;3608;12;3;2006;475000
RL;14331;Timber;1Fam;8;5;2002;2002;Hip;1800;Ex;Y;1800;7;3;2006;312500
RL;13125;SawyerW;1Fam;7;5;1991;1991;Gable;1104;Ex;Y;2127;8;3;2007;238000
RM;6882;IDOTRR;1Fam;6;7;1914;2006;Gable;684;TA;Y;1355;7;0;2007;127000
RL;8125;SawyerW;1Fam;6;5;1994;1998;Gable;1408;Ex;Y;1679;7;2;2008;193500
RL;10421;NWAmes;1Fam;7;5;1988;1988;Gable;980;TA;Y;1714;7;2;2010;196500
RL;6768;Sawyer;1Fam;6;8;1961;1996;Hip;912;Gd;Y;912;5;1;2008;142000
RL;57200;Timber;1Fam;5;5;1948;1950;Gable;747;TA;Y;1687;7;2;2010;160000
RM;12665;OldTown;1Fam;5;8;1915;1950;Gable;876;Gd;Y;1416;7;3;2008;153900
RL;10010;Mitchel;1Fam;5;5;1974;1975;Gable;1389;Gd;Y;1389;6;2;2006;170000
RL;6000;SWISU;1Fam;5;5;1926;1950;Gable;1008;Ex;Y;1522;7;0;2006;102000
RL;10134;OldTown;1Fam;5;6;1940;1950;Gable;735;Gd;Y;1034;5;1;2007;109000
FV;11143;Somerst;1Fam;8;5;2004;2005;Gable;1580;Ex;Y;2466;8;2;2007;340000
RM;6000;OldTown;1Fam;4;4;1920;1950;Hip;960;Gd;Y;960;5;1;2007;108500
RL;7200;Crawfor;1Fam;7;6;1931;2000;Gable;776;TA;Y;1502;6;1;2008;149000
RM;8635;BrkSide;1Fam;5;5;1948;2001;Gable;672;TA;Y;1285;6;1;2008;127000
RL;7800;Sawyer;1Fam;5;7;1967;2004;Hip;864;Ex;Y;899;5;1;2009;130000
RL;11207;Gilbert;1Fam;6;5;1997;1997;Gable;802;Gd;Y;1511;8;2;2006;185000
RM;7200;OldTown;Duplex;5;5;1980;1980;Gable;936;TA;Y;936;4;2;2007;140000
RM;1680;BrDale;Twnhs;6;5;1972;1972;Gable;483;TA;Y;987;5;1;2006;94500
RL;9600;NAmes;1Fam;6;6;1958;1988;Hip;1240;Gd;Y;1632;6;1;2009;139000
RL;16647;Sawyer;1Fam;5;5;1975;1981;Gable;1390;TA;Y;1701;6;2;2007;171000
RM;5684;OldTown;1Fam;6;8;1930;2005;Hip;813;Ex;Y;813;5;1;2006;110000
RL;9947;Mitchel;1Fam;7;5;1990;1991;Gable;1188;Ex;Y;1217;6;2;2009;173000
FV;7399;Somerst;1Fam;7;5;1997;1998;Hip;975;Ex;Y;1950;7;2;2007;239000
RM;8472;IDOTRR;Duplex;5;5;1963;1963;Gable;816;TA;N;816;5;2;2010;110000
RL;11184;Sawyer;1Fam;6;5;1978;1978;Hip;918;Gd;Y;1683;7;2;2009;172500
RL;17140;Edwards;1Fam;4;6;1956;1956;Gable;1134;Ex;Y;1229;6;1;2009;135000
RL;9920;NAmes;1Fam;5;5;1954;1954;Gable;1056;TA;Y;1063;6;1;2010;128000
RM;10800;OldTown;1Fam;5;6;1915;1950;Gable;686;TA;Y;1652;7;1;2010;139000
RL;9170;Edwards;1Fam;5;7;1965;1965;Hip;1214;Ex;Y;1214;6;2;2007;140000
RL;13346;NoRidge;1Fam;7;5;1992;2000;Gable;1095;Ex;Y;2295;9;2;2006;268000
RL;9600;NAmes;1Fam;6;6;1955;1996;Hip;992;Gd;Y;1661;8;1;2008;165500
RL;12209;Mitchel;1Fam;6;5;2001;2002;Gable;804;Ex;Y;1961;7;2;2009;215000
RL;7207;BrkSide;1Fam;5;7;1958;2008;Gable;858;Gd;Y;858;4;0;2010;116500
RL;9100;NAmes;1Fam;5;5;1958;1958;Gable;864;TA;Y;864;5;2;2006;129900
FV;2651;Somerst;Twnhs;7;5;2000;2000;Gable;673;Ex;Y;1382;6;2;2006;165000
FV;8125;Somerst;1Fam;7;5;2006;2007;Gable;1092;Ex;Y;1550;7;2;2009;241000
RL;3182;Blmngtn;TwnhsE;7;5;2005;2006;Gable;1346;Ex;Y;1504;7;2;2009;181000
RL;14157;StoneBr;1Fam;9;5;2005;2006;Hip;1922;Ex;Y;1922;8;3;2007;377426
RM;3500;OldTown;1Fam;5;7;1947;1950;Gable;720;TA;Y;1284;5;1;2009;110000
